venue_id,name,sheet_row,lookup_status,material_changes,old_google_place_id,old_last_verified,old_google_rating,old_google_review_count,old_google_types,old_google_phone,old_enriched,old_business_status,new_google_place_id,new_last_verified,new_google_rating,new_google_review_count,new_google_types,new_google_phone,new_enriched,new_business_status
v0773,Nōksu,651,ok,google_review_count,ChIJSfeOCf5ZwokRWuoMT5Kc6KY,,4.6,191,"korean_restaurant,restaurant,food,point_of_interest,establishment",(626) 657-8420,yes,OPERATIONAL,ChIJSfeOCf5ZwokRWuoMT5Kc6KY,2026-05-22,4.6,200,"korean_restaurant,restaurant,food,point_of_interest,establishment",(626) 657-8420,yes,OPERATIONAL
v0774,Le Vin Coeur,652,ok,google_review_count,ChIJVUy4WwBZwokR9nHye_VblD8,,5,125,"bar,point_of_interest,establishment",(646) 682-9869,yes,OPERATIONAL,ChIJVUy4WwBZwokR9nHye_VblD8,2026-05-22,5,131,"bar,point_of_interest,establishment",(646) 682-9869,yes,OPERATIONAL
v0775,Bartolo,653,ok,google_review_count,ChIJh6WuOgBZwokR8Lm6IOFKk7A,,4.3,103,"spanish_restaurant,restaurant,food,point_of_interest,establishment",(646) 494-4970,yes,OPERATIONAL,ChIJh6WuOgBZwokR8Lm6IOFKk7A,2026-05-22,4.3,111,"spanish_restaurant,restaurant,food,point_of_interest,establishment",(646) 494-4970,yes,OPERATIONAL
v0776,Olle,654,ok,google_review_count,ChIJFaaMDfpZwokRVVbiDjKg93I,,4.5,714,"korean_restaurant,restaurant,food,point_of_interest,establishment",(646) 368-9922,yes,OPERATIONAL,ChIJFaaMDfpZwokRVVbiDjKg93I,2026-05-22,4.5,736,"korean_restaurant,restaurant,point_of_interest,food,establishment",(646) 368-9922,yes,OPERATIONAL
v0777,ZOI,655,ok,google_review_count,ChIJn_tR1OpZwokRXj3ZO5lvAJI,,4.6,1309,"mediterranean_restaurant,restaurant,food,point_of_interest,establishment",(917) 994-9463,yes,OPERATIONAL,ChIJn_tR1OpZwokRXj3ZO5lvAJI,2026-05-22,4.6,1330,"mediterranean_restaurant,restaurant,food,point_of_interest,establishment",(917) 994-9463,yes,OPERATIONAL
v0778,Brigadeiro Bakery,656,ok,google_review_count|google_types,ChIJc2LnjY1ZwokRrrHxV0JYHBY,,4.5,320,"bakery,coffee_shop,cafe,dessert_shop,confectionery,food_store",(917) 328-2571,yes,OPERATIONAL,ChIJc2LnjY1ZwokRrrHxV0JYHBY,2026-05-22,4.5,324,"bakery,coffee_shop,dessert_shop,confectionery,cafe,food_store,store,food,point_of_interest,establishment",(917) 328-2571,yes,OPERATIONAL
v0779,Monsieur Bistro,657,ok,google_review_count|google_types,ChIJW0xteABZwokRFne771BS6Uk,,4.6,166,"french_restaurant,salad_shop,sandwich_shop,dessert_restaurant,food_store,store",(212) 517-5780,yes,OPERATIONAL,ChIJW0xteABZwokRFne771BS6Uk,2026-05-22,4.6,168,"french_restaurant,sandwich_shop,salad_shop,dessert_restaurant,food_store,store,restaurant,point_of_interest,food,establishment",(212) 517-5780,yes,OPERATIONAL
v0780,HOJOKBAN,658,ok,google_review_count,ChIJ92UIyldZwokRj4AVxzDTXgU,,4.6,623,"korean_restaurant,restaurant,food,point_of_interest,establishment",(646) 454-0008,yes,OPERATIONAL,ChIJ92UIyldZwokRj4AVxzDTXgU,2026-05-22,4.6,635,"korean_restaurant,restaurant,food,point_of_interest,establishment",(646) 454-0008,yes,OPERATIONAL
v0781,Samwoojung,659,ok,google_review_count,ChIJHU7HaGVZwokRSGEGl32DHi0,,4.5,457,"korean_restaurant,restaurant,food,point_of_interest,establishment",(212) 517-1963,yes,OPERATIONAL,ChIJHU7HaGVZwokRSGEGl32DHi0,2026-05-22,4.5,467,"korean_restaurant,restaurant,food,point_of_interest,establishment",(212) 517-1963,yes,OPERATIONAL
v0782,Spiga,660,ok,google_review_count,ChIJq5dFPYVYwokR7SJ1_3TWq1E,,4.5,276,"italian_restaurant,restaurant,food,point_of_interest,establishment",(212) 874-0008,yes,OPERATIONAL,ChIJq5dFPYVYwokR7SJ1_3TWq1E,2026-05-22,4.5,277,"italian_restaurant,restaurant,food,point_of_interest,establishment",(212) 874-0008,yes,OPERATIONAL
v0783,Tiny Dancer Coffee,661,ok,google_review_count|google_types,ChIJM51x73NZwokRXT9XXTVEI8g,,4.9,193,"coffee_shop,cafe,food_store,food,point_of_interest,store",,yes,OPERATIONAL,ChIJM51x73NZwokRXT9XXTVEI8g,2026-05-22,4.9,209,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",,yes,OPERATIONAL
v0784,aRoqa,662,ok,google_review_count,ChIJl2G-j7lZwokRhZJLl9Or-7w,,4.4,1007,"indian_restaurant,fine_dining_restaurant,restaurant,food,point_of_interest,establishment",(646) 678-5471,yes,OPERATIONAL,ChIJl2G-j7lZwokRhZJLl9Or-7w,2026-05-22,4.4,1013,"indian_restaurant,fine_dining_restaurant,restaurant,point_of_interest,food,establishment",(646) 678-5471,yes,OPERATIONAL
v0785,The Standard Grill,663,ok,google_review_count|google_types,ChIJN-93ZsBZwokRonoT5y_yB1c,,4.2,1663,"bar_and_grill,breakfast_restaurant,brunch_restaurant,bar,american_restaurant,restaurant",(212) 645-4100,yes,OPERATIONAL,ChIJN-93ZsBZwokRonoT5y_yB1c,2026-05-22,4.2,1686,"bar_and_grill,brunch_restaurant,breakfast_restaurant,american_restaurant,bar,restaurant,food,point_of_interest,establishment",(212) 645-4100,yes,OPERATIONAL
v0786,Aubi & Ramsa,664,ok,google_review_count|google_types,ChIJa_u93-lZwokRjjcCQcGT6UU,,4.7,528,"ice_cream_shop,dessert_shop,confectionery,food_store,store,food",(855) 282-4726,yes,OPERATIONAL,ChIJa_u93-lZwokRjjcCQcGT6UU,2026-05-22,4.7,529,"ice_cream_shop,dessert_shop,confectionery,food_store,store,food,point_of_interest,establishment",(855) 282-4726,yes,OPERATIONAL
v0787,Arthur and Sons,665,ok,google_review_count,ChIJw2RCuSZZwokRVt7nWZNROm0,,4,942,"italian_restaurant,restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL,ChIJw2RCuSZZwokRVt7nWZNROm0,2026-05-22,4,948,"italian_restaurant,restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL
v0788,Ci Siamo,666,ok,google_review_count,ChIJ_ci7bvdZwokRsL4rlCOqsMk,,4.6,2106,"italian_restaurant,restaurant,food,point_of_interest,establishment",(212) 219-6559,yes,OPERATIONAL,ChIJ_ci7bvdZwokRsL4rlCOqsMk,2026-05-22,4.6,2233,"italian_restaurant,restaurant,food,point_of_interest,establishment",(212) 219-6559,yes,OPERATIONAL
v0789,Bar Orai,667,ok,google_review_count,ChIJRe064n9ZwokRyyOH9sy364Y,,4.5,191,"bar,point_of_interest,establishment",(917) 261-4726,yes,OPERATIONAL,ChIJRe064n9ZwokRyyOH9sy364Y,2026-05-22,4.5,195,"bar,point_of_interest,establishment",(917) 261-4726,yes,OPERATIONAL
v0790,Secchu Yokota,668,ok,,ChIJ8-YKf4JZwokR8E9EvXIGnhI,,4.9,313,"japanese_restaurant,restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL,ChIJ8-YKf4JZwokR8E9EvXIGnhI,2026-05-22,4.9,313,"japanese_restaurant,restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL
v0791,Papa San,669,ok,google_review_count,ChIJ05xWLABZwokRKCsPbbMahzo,,4.4,252,"peruvian_restaurant,restaurant,food,point_of_interest,establishment",(929) 822-5264,yes,OPERATIONAL,ChIJ05xWLABZwokRKCsPbbMahzo,2026-05-22,4.4,262,"peruvian_restaurant,restaurant,food,point_of_interest,establishment",(929) 822-5264,yes,OPERATIONAL
v0792,La Compagnie Flatiron,670,ok,google_review_count,ChIJL4oFegpZwokR3k1iqemkIa4,,4.5,105,"wine_bar,bar,food,point_of_interest,establishment",,yes,OPERATIONAL,ChIJL4oFegpZwokR3k1iqemkIa4,2026-05-22,4.5,107,"wine_bar,bar,point_of_interest,food,establishment",,yes,OPERATIONAL
v0793,Lei,671,ok,google_review_count,ChIJX97UMwBbwokRIFRlD1YzSRc,,4.7,125,"wine_bar,bar,food,point_of_interest,establishment",,yes,OPERATIONAL,ChIJX97UMwBbwokRIFRlD1YzSRc,2026-05-22,4.7,128,"wine_bar,bar,point_of_interest,food,establishment",,yes,OPERATIONAL
v0794,Raf's,672,ok,google_review_count|google_types,ChIJJU-UWk1ZwokRklDKrZ_9EZE,,4.1,233,"restaurant,bakery,food_store,food,point_of_interest,store",,yes,OPERATIONAL,ChIJJU-UWk1ZwokRklDKrZ_9EZE,2026-05-22,4.1,235,"restaurant,bakery,food_store,store,point_of_interest,food,establishment",,yes,OPERATIONAL
v0795,Lord's,673,ok,google_review_count,ChIJ-XcRtjdZwokRMcgZdhVjqYg,,4.5,435,"british_restaurant,restaurant,point_of_interest,food,establishment",(929) 398-5433,yes,OPERATIONAL,ChIJ-XcRtjdZwokRMcgZdhVjqYg,2026-05-22,4.5,441,"british_restaurant,restaurant,food,point_of_interest,establishment",(929) 398-5433,yes,OPERATIONAL
v0796,Claud,674,ok,google_review_count,ChIJWRt4WAtZwokRDRClJ45Ohzg,,4.3,381,"restaurant,food,point_of_interest,establishment",(917) 261-6791,yes,OPERATIONAL,ChIJWRt4WAtZwokRDRClJ45Ohzg,2026-05-22,4.3,390,"restaurant,food,point_of_interest,establishment",(917) 261-6791,yes,OPERATIONAL
v0797,Manhatta,675,ok,google_review_count|google_types,ChIJoTXWl8dbwokRpKA2BJFVsGA,,4.7,3803,"fine_dining_restaurant,lounge_bar,american_restaurant,night_club,bar,restaurant",(212) 230-5788,yes,OPERATIONAL,ChIJoTXWl8dbwokRpKA2BJFVsGA,2026-05-22,4.7,3826,"fine_dining_restaurant,american_restaurant,lounge_bar,night_club,bar,restaurant,point_of_interest,food,establishment",(212) 230-5788,yes,OPERATIONAL
v0798,Kafana,676,ok,google_review_count,ChIJoRWJ3XlZwokRG88-orPcMUc,,4.4,1206,"european_restaurant,restaurant,food,point_of_interest,establishment",(212) 353-8000,yes,OPERATIONAL,ChIJoRWJ3XlZwokRG88-orPcMUc,2026-05-22,4.4,1212,"european_restaurant,restaurant,food,point_of_interest,establishment",(212) 353-8000,yes,OPERATIONAL
v0799,Chateau Royale,677,ok,google_rating|google_review_count|google_types,ChIJS00WIgBZwokRD50iWafkCJk,,4,76,"restaurant,fine_dining_restaurant,wine_bar,cocktail_bar,bar,french_restaurant",,yes,OPERATIONAL,ChIJS00WIgBZwokRD50iWafkCJk,2026-05-22,4.1,81,"restaurant,cocktail_bar,fine_dining_restaurant,wine_bar,french_restaurant,bar,food,point_of_interest,establishment",,yes,OPERATIONAL
v0800,El Quijote,678,ok,google_review_count|google_types,ChIJkZePoHtZwokR0FsTkwOF_lU,,4.1,574,"spanish_restaurant,wine_bar,cocktail_bar,tapas_restaurant,dessert_restaurant,bar",(212) 518-1843,yes,OPERATIONAL,ChIJkZePoHtZwokR0FsTkwOF_lU,2026-05-22,4.1,579,"spanish_restaurant,cocktail_bar,tapas_restaurant,wine_bar,dessert_restaurant,bar,event_venue,restaurant,point_of_interest,food,establishment",(212) 518-1843,yes,OPERATIONAL
v0801,Saint Urban,679,ok,google_review_count,ChIJh7rW8llZwokR6yEA3sRVYlQ,,4.8,70,"restaurant,food,point_of_interest,establishment",(646) 988-1544,yes,OPERATIONAL,ChIJh7rW8llZwokR6yEA3sRVYlQ,2026-05-22,4.8,73,"restaurant,point_of_interest,food,establishment",(646) 988-1544,yes,OPERATIONAL
v0802,Minetta Tavern,680,ok,google_review_count|google_types,ChIJeQcZlpFZwokRjoemq-_w9QA,,4.5,2795,"french_restaurant,hamburger_restaurant,brunch_restaurant,american_restaurant,bar,restaurant",(212) 475-3850,yes,OPERATIONAL,ChIJeQcZlpFZwokRjoemq-_w9QA,2026-05-22,4.5,2829,"french_restaurant,brunch_restaurant,hamburger_restaurant,american_restaurant,bar,restaurant,food,point_of_interest,establishment",(212) 475-3850,yes,OPERATIONAL
v0803,"One If By Land, Two If By Sea",681,ok,google_review_count|google_types,ChIJl8faj5NZwokRubB8kvrZMk4,,4.2,1301,"fine_dining_restaurant,american_restaurant,bar,restaurant,food,point_of_interest",(212) 255-8649,yes,OPERATIONAL,ChIJl8faj5NZwokRubB8kvrZMk4,2026-05-22,4.2,1311,"fine_dining_restaurant,american_restaurant,bar,restaurant,food,point_of_interest,establishment",(212) 255-8649,yes,OPERATIONAL
v0804,C. Di Palo Wine Bar,682,ok,google_review_count,ChIJ7-up5Q5ZwokRggzXc71DxmU,,4.9,140,"wine_bar,bar,food,point_of_interest,establishment",(646) 476-2014,yes,OPERATIONAL,ChIJ7-up5Q5ZwokRggzXc71DxmU,2026-05-22,4.9,143,"wine_bar,bar,point_of_interest,food,establishment",(646) 476-2014,yes,OPERATIONAL
v0805,The Waverly Inn,683,ok,google_review_count,ChIJx1MclZVZwokRu0fU1UfDoJE,,4.3,885,"american_restaurant,restaurant,point_of_interest,food,establishment",(917) 828-1154,yes,OPERATIONAL,ChIJx1MclZVZwokRu0fU1UfDoJE,2026-05-22,4.3,897,"american_restaurant,restaurant,point_of_interest,food,establishment",(917) 828-1154,yes,OPERATIONAL
v0806,Palma,684,ok,google_review_count|google_types,ChIJw_xat5NZwokRpW-BtDpdsPs,,4.6,1167,"italian_restaurant,wine_bar,brunch_restaurant,family_restaurant,cocktail_bar,wedding_venue",(212) 691-2223,yes,OPERATIONAL,ChIJw_xat5NZwokRpW-BtDpdsPs,2026-05-22,4.6,1184,"italian_restaurant,wine_bar,family_restaurant,brunch_restaurant,cocktail_bar,bar,wedding_venue,event_venue,restaurant,food_store,store,food,point_of_interest,service,establishment",(212) 691-2223,yes,OPERATIONAL
v0807,Le Coucou,685,ok,google_review_count|google_types,ChIJyw5j84lZwokRnUI_UknPSNA,,4.5,2084,"restaurant,fine_dining_restaurant,family_restaurant,breakfast_restaurant,french_restaurant,food",(212) 271-4252,yes,OPERATIONAL,ChIJyw5j84lZwokRnUI_UknPSNA,2026-05-22,4.5,2098,"restaurant,family_restaurant,breakfast_restaurant,fine_dining_restaurant,french_restaurant,point_of_interest,food,establishment",(212) 271-4252,yes,OPERATIONAL
v0808,Gaonnuri,686,ok,google_review_count,ChIJ_xUY2qhZwokRDDqPeRtPQJM,,4.4,1780,"korean_barbecue_restaurant,korean_restaurant,restaurant,food,point_of_interest,establishment",(212) 971-9045,yes,OPERATIONAL,ChIJ_xUY2qhZwokRDDqPeRtPQJM,2026-05-22,4.4,1790,"korean_barbecue_restaurant,korean_restaurant,restaurant,food,point_of_interest,establishment",(212) 971-9045,yes,OPERATIONAL
v0809,Sidecar at PJ Clarke's,687,ok,google_rating|google_review_count|google_types,ChIJi9qxZuRYwokRDQVN-GPhCgI,,4.1,17,"restaurant,lounge_bar,american_restaurant,night_club,bar,event_venue",(212) 317-2044,yes,OPERATIONAL,ChIJi9qxZuRYwokRDQVN-GPhCgI,2026-05-22,4.3,20,"restaurant,lounge_bar,american_restaurant,night_club,event_venue,bar,food,point_of_interest,establishment",(212) 317-2044,yes,OPERATIONAL
v0810,Cecchi's,688,ok,google_review_count,ChIJwbiIbj1ZwokRQxLK96ov07g,,4.4,304,"american_restaurant,event_venue,restaurant,food,point_of_interest,establishment",(212) 931-6335,yes,OPERATIONAL,ChIJwbiIbj1ZwokRQxLK96ov07g,2026-05-22,4.4,319,"american_restaurant,event_venue,restaurant,food,point_of_interest,establishment",(212) 931-6335,yes,OPERATIONAL
v0811,Naks,689,ok,google_review_count,ChIJQfYrEfNZwokRFPKHZM6aH4w,,4.7,665,"filipino_restaurant,asian_restaurant,restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL,ChIJQfYrEfNZwokRFPKHZM6aH4w,2026-05-22,4.7,679,"filipino_restaurant,asian_restaurant,restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL
v0812,Shukette,690,ok,google_review_count,ChIJuabZo6hZwokRhGPoGjo0H6k,,4.8,3728,"middle_eastern_restaurant,mediterranean_restaurant,restaurant,food,point_of_interest,establishment",(212) 242-1803,yes,OPERATIONAL,ChIJuabZo6hZwokRhGPoGjo0H6k,2026-05-22,4.8,4013,"middle_eastern_restaurant,mediterranean_restaurant,restaurant,food,point_of_interest,establishment",(212) 242-1803,yes,OPERATIONAL
v0813,Golden Diner,691,ok,google_review_count,ChIJ1-mW-LhbwokR7Ryv5ha-gzc,,4.4,2801,"diner,restaurant,food,point_of_interest,establishment",(917) 472-7800,yes,OPERATIONAL,ChIJ1-mW-LhbwokR7Ryv5ha-gzc,2026-05-22,4.4,2882,"diner,restaurant,food,point_of_interest,establishment",(917) 472-7800,yes,OPERATIONAL
v0814,Lucia Alimentari,692,ok,google_review_count,ChIJwfkcdQBbwokRcIwtc1w0MkA,,4.6,83,"restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL,ChIJwfkcdQBbwokRcIwtc1w0MkA,2026-05-22,4.6,85,"restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL
v0815,Yellow Rose,693,ok,google_review_count,ChIJ86Q39ndZwokRJTOUVW7RD-I,,4.3,558,"tex_mex_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment",(212) 529-8880,yes,OPERATIONAL,ChIJ86Q39ndZwokRJTOUVW7RD-I,2026-05-22,4.3,563,"tex_mex_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment",(212) 529-8880,yes,OPERATIONAL
v0816,Ichibantei,694,ok,google_review_count,ChIJ5dru_nVZwokRarWwk6cjQZk,,4.3,686,"japanese_restaurant,bar,restaurant,point_of_interest,food,establishment",(917) 965-2327,yes,OPERATIONAL,ChIJ5dru_nVZwokRarWwk6cjQZk,2026-05-22,4.3,692,"japanese_restaurant,bar,restaurant,food,point_of_interest,establishment",(917) 965-2327,yes,OPERATIONAL
v0817,Rosie's,695,ok,google_review_count,ChIJZdHB7oRZwokRLygeCAedjWo,,4.5,1909,"mexican_restaurant,restaurant,point_of_interest,food,establishment",(212) 335-0114,yes,OPERATIONAL,ChIJZdHB7oRZwokRLygeCAedjWo,2026-05-22,4.5,2024,"mexican_restaurant,restaurant,food,point_of_interest,establishment",(212) 335-0114,yes,OPERATIONAL
v0818,da Toscano,696,ok,google_rating|google_review_count,ChIJIQZOb3ZZwokRyF8ODmJo4so,,4.8,602,"italian_restaurant,restaurant,food,point_of_interest,establishment",(212) 606-4054,yes,OPERATIONAL,ChIJIQZOb3ZZwokRyF8ODmJo4so,2026-05-22,4.7,633,"italian_restaurant,restaurant,food,point_of_interest,establishment",(212) 606-4054,yes,OPERATIONAL
v0819,NAKAJI,697,ok,google_review_count,ChIJX20rB1VbwokRM2mtS1kd9u0,,4.4,183,"japanese_restaurant,restaurant,food,point_of_interest,establishment",(646) 478-8282,yes,OPERATIONAL,ChIJX20rB1VbwokRM2mtS1kd9u0,2026-05-22,4.4,185,"japanese_restaurant,restaurant,food,point_of_interest,establishment",(646) 478-8282,yes,OPERATIONAL
v0820,Luthun,698,ok,google_review_count,ChIJ2V6T8ixZwokRlJ9kJkQmcmY,,4.8,352,"fine_dining_restaurant,restaurant,food,point_of_interest,establishment",(646) 454-9484,yes,OPERATIONAL,ChIJ2V6T8ixZwokRlJ9kJkQmcmY,2026-05-22,4.8,358,"fine_dining_restaurant,restaurant,food,point_of_interest,establishment",(646) 454-9484,yes,OPERATIONAL
v0821,Crevette,699,ok,google_review_count,ChIJ94LFiGZZwokRWfbAft9eBNo,,4.3,187,"seafood_restaurant,restaurant,food,point_of_interest,establishment",(646) 397-4073,yes,OPERATIONAL,ChIJ94LFiGZZwokRWfbAft9eBNo,2026-05-22,4.3,196,"seafood_restaurant,restaurant,food,point_of_interest,establishment",(646) 397-4073,yes,OPERATIONAL
v0822,Kiko,700,ok,google_review_count,ChIJY7hwYABZwokRP4p7Cn1xues,,4.7,134,"asian_restaurant,restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL,ChIJY7hwYABZwokRP4p7Cn1xues,2026-05-22,4.7,138,"asian_restaurant,restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL
v0823,Saint Tuesday,701,ok,google_review_count,ChIJacUcvQZbwokRUS4kvIlIz4o,,4.2,240,"bar,point_of_interest,establishment",(212) 735-8000,yes,OPERATIONAL,ChIJacUcvQZbwokRUS4kvIlIz4o,2026-05-22,4.2,242,"bar,point_of_interest,establishment",(212) 735-8000,yes,OPERATIONAL
v0824,Little Branch,702,ok,google_review_count,ChIJjY7y6ZJZwokRXF5CA_X4l-I,,4.4,904,"cocktail_bar,bar,point_of_interest,establishment",(212) 929-4360,yes,OPERATIONAL,ChIJjY7y6ZJZwokRXF5CA_X4l-I,2026-05-22,4.4,910,"cocktail_bar,bar,point_of_interest,establishment",(212) 929-4360,yes,OPERATIONAL
v0825,Ophelia,703,ok,google_review_count|google_types,ChIJc1QTEOJYwokRLAvuSgkm6rA,,4.5,2262,"cocktail_bar,lounge_bar,bar,night_club,restaurant,food",(212) 980-4796,yes,OPERATIONAL,ChIJc1QTEOJYwokRLAvuSgkm6rA,2026-05-22,4.5,2316,"cocktail_bar,lounge_bar,night_club,bar,restaurant,food,point_of_interest,establishment",(212) 980-4796,yes,OPERATIONAL
v0826,Overstory,704,ok,google_rating|google_review_count,ChIJ_8dmJ0lbwokRIJHQFfXiMNo,,4.3,722,"cocktail_bar,bar,point_of_interest,establishment",(212) 339-3963,yes,OPERATIONAL,ChIJ_8dmJ0lbwokRIJHQFfXiMNo,2026-05-22,4.2,742,"cocktail_bar,bar,point_of_interest,establishment",(212) 339-3963,yes,OPERATIONAL
v0827,The Portrait Bar,705,ok,google_rating|google_review_count,ChIJo-4H-GJZwokR6zOIA9JH7Kc,,4.5,269,"cocktail_bar,bar,point_of_interest,establishment",,yes,OPERATIONAL,ChIJo-4H-GJZwokR6zOIA9JH7Kc,2026-05-22,4.4,280,"cocktail_bar,bar,point_of_interest,establishment",,yes,OPERATIONAL
v0828,Bemelmans Bar,706,ok,google_review_count,ChIJEQ6D9pRYwokRS-qUAZyIb6k,,4.3,855,"bar,point_of_interest,establishment",(212) 744-1600,yes,OPERATIONAL,ChIJEQ6D9pRYwokRS-qUAZyIb6k,2026-05-22,4.3,862,"bar,point_of_interest,establishment",(212) 744-1600,yes,OPERATIONAL
v0829,Angel's Share,707,ok,google_review_count,ChIJiyiwQFdZwokR7rsRrrchLJk,,4.4,1801,"cocktail_bar,bar,point_of_interest,establishment",,yes,OPERATIONAL,ChIJiyiwQFdZwokR7rsRrrchLJk,2026-05-22,4.4,1807,"cocktail_bar,bar,point_of_interest,establishment",,yes,OPERATIONAL
v0830,Buvette,708,ok,google_review_count|google_types,ChIJEwHZcZNZwokR810IgyQhoZM,,4.4,4276,"french_restaurant,wine_bar,brunch_restaurant,breakfast_restaurant,bar,cafe",,yes,OPERATIONAL,ChIJEwHZcZNZwokR810IgyQhoZM,2026-05-22,4.4,4301,"french_restaurant,brunch_restaurant,breakfast_restaurant,cafe,wine_bar,bar,restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL
v0831,Le Rock,709,ok,google_review_count,ChIJNbTIf5BZwokRjbkuTrLZVB4,,4.3,326,"restaurant,food,point_of_interest,establishment",(332) 258-8734,yes,OPERATIONAL,ChIJNbTIf5BZwokRjbkuTrLZVB4,2026-05-22,4.3,328,"restaurant,food,point_of_interest,establishment",(332) 258-8734,yes,OPERATIONAL
v0832,Daniel,710,ok,google_review_count|google_types,ChIJ09ZGju5YwokRXOcNC23JRwk,,4.6,2503,"french_restaurant,fine_dining_restaurant,wedding_venue,european_restaurant,event_venue,restaurant",(212) 288-0033,yes,OPERATIONAL,ChIJ09ZGju5YwokRXOcNC23JRwk,2026-05-22,4.6,2517,"french_restaurant,wedding_venue,fine_dining_restaurant,european_restaurant,event_venue,service,restaurant,point_of_interest,food,establishment",(212) 288-0033,yes,OPERATIONAL
v0833,Valerie,711,ok,google_review_count|google_types,ChIJSwCKq09ZwokRi8XLm06owuQ,,4.4,2216,"cocktail_bar,brunch_restaurant,american_restaurant,live_music_venue,bar,event_venue",(212) 302-4545,yes,OPERATIONAL,ChIJSwCKq09ZwokRi8XLm06owuQ,2026-05-22,4.4,2247,"cocktail_bar,brunch_restaurant,live_music_venue,american_restaurant,bar,event_venue,restaurant,food,point_of_interest,establishment",(212) 302-4545,yes,OPERATIONAL
v0834,The Belfry,712,ok,google_review_count,ChIJMbSU-Z5ZwokR3-m6TX-z8uQ,,4.5,732,"cocktail_bar,bar,point_of_interest,establishment",(212) 473-6590,yes,OPERATIONAL,ChIJMbSU-Z5ZwokR3-m6TX-z8uQ,2026-05-22,4.5,737,"cocktail_bar,bar,point_of_interest,establishment",(212) 473-6590,yes,OPERATIONAL
v0835,The Up & Up,713,ok,google_review_count,ChIJN0f2iJFZwokRt53h0ISm3eE,,4.5,1102,"cocktail_bar,lounge_bar,night_club,bar,point_of_interest,establishment",(212) 260-3000,yes,OPERATIONAL,ChIJN0f2iJFZwokRt53h0ISm3eE,2026-05-22,4.5,1105,"cocktail_bar,lounge_bar,night_club,bar,point_of_interest,establishment",(212) 260-3000,yes,OPERATIONAL
v0836,Paradise Lost,714,ok,google_review_count,ChIJr_CugNxZwokRYRqcXtzJ8sQ,,4.4,470,"cocktail_bar,bar,point_of_interest,establishment",,yes,OPERATIONAL,ChIJr_CugNxZwokRYRqcXtzJ8sQ,2026-05-22,4.4,480,"cocktail_bar,bar,point_of_interest,establishment",,yes,OPERATIONAL
v0837,Ampersand,715,ok,google_types,ChIJa06hm6BZwokRzyR2qi1LTMw,,4.6,618,"bar,wine_bar,cocktail_bar,american_restaurant,restaurant,food",(212) 477-8100,yes,OPERATIONAL,ChIJa06hm6BZwokRzyR2qi1LTMw,2026-05-22,4.6,618,"bar,wine_bar,cocktail_bar,american_restaurant,restaurant,food,point_of_interest,establishment",(212) 477-8100,yes,OPERATIONAL
v0838,Hard to Explain,716,ok,google_review_count,ChIJZyhu1alZwokRDu4FC-wriY4,,4.7,244,"bar,wine_bar,point_of_interest,food,establishment",(646) 422-7892,yes,OPERATIONAL,ChIJZyhu1alZwokRDu4FC-wriY4,2026-05-22,4.7,246,"bar,wine_bar,food,point_of_interest,establishment",(646) 422-7892,yes,OPERATIONAL
v0839,Monkey Bar,717,ok,google_review_count,ChIJm9ZmFPtYwokR4GjMlk_y7Fg,,4.5,1758,"american_restaurant,restaurant,food,point_of_interest,establishment",(212) 404-0365,yes,OPERATIONAL,ChIJm9ZmFPtYwokR4GjMlk_y7Fg,2026-05-22,4.5,1809,"american_restaurant,restaurant,food,point_of_interest,establishment",(212) 404-0365,yes,OPERATIONAL
v0840,Dear Irving on Broadway,718,ok,google_review_count,ChIJ7fw5LxNZwokRCXHYggBYHhU,,4.6,105,"cocktail_bar,bar,point_of_interest,establishment",,yes,OPERATIONAL,ChIJ7fw5LxNZwokRCXHYggBYHhU,2026-05-22,4.6,113,"cocktail_bar,bar,point_of_interest,establishment",,yes,OPERATIONAL
v0841,Nothing Really Matters,719,ok,google_review_count,ChIJzYGZaYVZwokReGxLxgK2oNw,,4.4,470,"cocktail_bar,bar,point_of_interest,establishment",,yes,OPERATIONAL,ChIJzYGZaYVZwokReGxLxgK2oNw,2026-05-22,4.4,481,"cocktail_bar,bar,point_of_interest,establishment",,yes,OPERATIONAL
v0842,Little Ned,720,ok,google_review_count|google_types,ChIJuxxChutZwokRbfsZA43EGCE,,4.5,188,"cocktail_bar,bar,snack_bar,meal_takeaway,restaurant,food",(212) 722-0555,yes,OPERATIONAL,ChIJuxxChutZwokRbfsZA43EGCE,2026-05-22,4.5,194,"cocktail_bar,snack_bar,meal_takeaway,bar,restaurant,food,point_of_interest,establishment",(212) 722-0555,yes,OPERATIONAL
